<http://line.me/en/>;rel="original"
,<http://web.archive.org/web/20150112234549/http://line.me/en/>;rel="memento"; datetime="Mon, 12 Jan 2015 23:45:49 GMT"
,<http://web.archive.org/web/20150113014122/http://line.me/en>;rel="memento"; datetime="Tue, 13 Jan 2015 01:41:22 GMT"
,<http://web.archive.org/web/20150113014124/http://line.me/en/>;rel="memento"; datetime="Tue, 13 Jan 2015 01:41:24 GMT"
,<http://web.archive.org/web/20150113035654/http://line.me/en/>;rel="memento"; datetime="Tue, 13 Jan 2015 03:56:54 GMT"
,<http://web.archive.org/web/20150113075215/http://line.me/en>;rel="memento"; datetime="Tue, 13 Jan 2015 07:52:15 GMT"
,<http://web.archive.org/web/20150113075216/http://line.me/en/>;rel="memento"; datetime="Tue, 13 Jan 2015 07:52:16 GMT"
,<http://web.archive.org/web/20150113083501/http://line.me/en/>;rel="memento"; datetime="Tue, 13 Jan 2015 08:35:01 GMT"
,<http://web.archive.org/web/20150113092325/http://line.me/en>;rel="memento"; datetime="Tue, 13 Jan 2015 09:23:25 GMT"
,<http://web.archive.org/web/20150113092327/http://line.me/en/>;rel="memento"; datetime="Tue, 13 Jan 2015 09:23:27 GMT"
,<http://web.archive.org/web/20150113101527/http://line.me/en>;rel="memento"; datetime="Tue, 13 Jan 2015 10:15:27 GMT"
,<http://web.archive.org/web/20150113101529/http://line.me/en/>;rel="memento"; datetime="Tue, 13 Jan 2015 10:15:29 GMT"
,<http://web.archive.org/web/20150113102550/http://line.me/en>;rel="memento"; datetime="Tue, 13 Jan 2015 10:25:50 GMT"
,<http://web.archive.org/web/20150113102556/http://line.me/en/>;rel="memento"; datetime="Tue, 13 Jan 2015 10:25:56 GMT"
,<http://web.archive.org/web/20150113105757/http://line.me/en/>;rel="memento"; datetime="Tue, 13 Jan 2015 10:57:57 GMT"
,<http://web.archive.org/web/20150113114546/http://line.me/en>;rel="memento"; datetime="Tue, 13 Jan 2015 11:45:46 GMT"
,<http://web.archive.org/web/20150113114547/http://line.me/en/>;rel="memento"; datetime="Tue, 13 Jan 2015 11:45:47 GMT"
,<http://web.archive.org/web/20150113121342/http://line.me/en>;rel="memento"; datetime="Tue, 13 Jan 2015 12:13:42 GMT"
,<http://web.archive.org/web/20150113121345/http://line.me/en/>;rel="memento"; datetime="Tue, 13 Jan 2015 12:13:45 GMT"
,<http://web.archive.org/web/20150113201832/http://line.me/en/>;rel="memento"; datetime="Tue, 13 Jan 2015 20:18:32 GMT"
,<http://web.archive.org/web/20150113223621/http://line.me/en>;rel="memento"; datetime="Tue, 13 Jan 2015 22:36:21 GMT"
,<http://web.archive.org/web/20150113223623/http://line.me/en/>;rel="memento"; datetime="Tue, 13 Jan 2015 22:36:23 GMT"
,<http://web.archive.org/web/20150114035812/http://line.me/en>;rel="memento"; datetime="Wed, 14 Jan 2015 03:58:12 GMT"
,<http://web.archive.org/web/20150114035814/http://line.me/en/>;rel="memento"; datetime="Wed, 14 Jan 2015 03:58:14 GMT"
,<http://web.archive.org/web/20150114040658/http://line.me/en/>;rel="memento"; datetime="Wed, 14 Jan 2015 04:06:58 GMT"
,<http://web.archive.org/web/20150114062739/http://line.me/en>;rel="memento"; datetime="Wed, 14 Jan 2015 06:27:39 GMT"
,<http://web.archive.org/web/20150114062740/http://line.me/en/>;rel="memento"; datetime="Wed, 14 Jan 2015 06:27:40 GMT"
,<http://web.archive.org/web/20150114075022/http://line.me/en>;rel="memento"; datetime="Wed, 14 Jan 2015 07:50:22 GMT"
,<http://web.archive.org/web/20150114075023/http://line.me/en/>;rel="memento"; datetime="Wed, 14 Jan 2015 07:50:23 GMT"
,<http://web.archive.org/web/20150114143723/http://line.me/en>;rel="memento"; datetime="Wed, 14 Jan 2015 14:37:23 GMT"
,<http://web.archive.org/web/20150114143726/http://line.me/en/>;rel="memento"; datetime="Wed, 14 Jan 2015 14:37:26 GMT"
,<http://web.archive.org/web/20150114173839/http://line.me/en>;rel="memento"; datetime="Wed, 14 Jan 2015 17:38:39 GMT"
,<http://web.archive.org/web/20150114173841/http://line.me/en/>;rel="memento"; datetime="Wed, 14 Jan 2015 17:38:41 GMT"
,<http://web.archive.org/web/20150114225555/http://line.me/en>;rel="memento"; datetime="Wed, 14 Jan 2015 22:55:55 GMT"
,<http://web.archive.org/web/20150114225557/http://line.me/en/>;rel="memento"; datetime="Wed, 14 Jan 2015 22:55:57 GMT"
,<http://web.archive.org/web/20150115052730/http://line.me/en/>;rel="memento"; datetime="Thu, 15 Jan 2015 05:27:30 GMT"
,<http://web.archive.org/web/20150115060209/http://line.me/en>;rel="memento"; datetime="Thu, 15 Jan 2015 06:02:09 GMT"
,<http://web.archive.org/web/20150115060210/http://line.me/en/>;rel="memento"; datetime="Thu, 15 Jan 2015 06:02:10 GMT"
,<http://web.archive.org/web/20150115083053/http://line.me/en>;rel="memento"; datetime="Thu, 15 Jan 2015 08:30:53 GMT"
,<http://web.archive.org/web/20150115083055/http://line.me/en/>;rel="memento"; datetime="Thu, 15 Jan 2015 08:30:55 GMT"
,<http://web.archive.org/web/20150115113543/http://line.me/en/>;rel="memento"; datetime="Thu, 15 Jan 2015 11:35:43 GMT"
,<http://web.archive.org/web/20150115231644/http://line.me/en>;rel="memento"; datetime="Thu, 15 Jan 2015 23:16:44 GMT"
,<http://web.archive.org/web/20150115231646/http://line.me/en/>;rel="memento"; datetime="Thu, 15 Jan 2015 23:16:46 GMT"
,<http://web.archive.org/web/20150116092228/http://line.me/en>;rel="memento"; datetime="Fri, 16 Jan 2015 09:22:28 GMT"
,<http://web.archive.org/web/20150116092229/http://line.me/en/>;rel="memento"; datetime="Fri, 16 Jan 2015 09:22:29 GMT"
,<http://web.archive.org/web/20150116093527/http://line.me/en>;rel="memento"; datetime="Fri, 16 Jan 2015 09:35:27 GMT"
,<http://web.archive.org/web/20150116093528/http://line.me/en/>;rel="memento"; datetime="Fri, 16 Jan 2015 09:35:28 GMT"
,<http://web.archive.org/web/20150116111254/http://line.me/en>;rel="memento"; datetime="Fri, 16 Jan 2015 11:12:54 GMT"
,<http://web.archive.org/web/20150116111259/http://line.me/en/>;rel="memento"; datetime="Fri, 16 Jan 2015 11:12:59 GMT"
,<http://web.archive.org/web/20150116121332/http://line.me/en/>;rel="memento"; datetime="Fri, 16 Jan 2015 12:13:32 GMT"
,<http://web.archive.org/web/20150116131337/http://line.me/en>;rel="memento"; datetime="Fri, 16 Jan 2015 13:13:37 GMT"
,<http://web.archive.org/web/20150116131339/http://line.me/en/>;rel="memento"; datetime="Fri, 16 Jan 2015 13:13:39 GMT"
,<http://web.archive.org/web/20150116153625/http://line.me/en/>;rel="memento"; datetime="Fri, 16 Jan 2015 15:36:25 GMT"
,<http://web.archive.org/web/20150116161044/http://line.me/en>;rel="memento"; datetime="Fri, 16 Jan 2015 16:10:44 GMT"
,<http://web.archive.org/web/20150116161045/http://line.me/en/>;rel="memento"; datetime="Fri, 16 Jan 2015 16:10:45 GMT"
,<http://web.archive.org/web/20150116191356/http://line.me/en>;rel="memento"; datetime="Fri, 16 Jan 2015 19:13:56 GMT"
,<http://web.archive.org/web/20150116191358/http://line.me/en/>;rel="memento"; datetime="Fri, 16 Jan 2015 19:13:58 GMT"
,<http://web.archive.org/web/20150116200043/http://line.me/en>;rel="memento"; datetime="Fri, 16 Jan 2015 20:00:43 GMT"
,<http://web.archive.org/web/20150116200044/http://line.me/en/>;rel="memento"; datetime="Fri, 16 Jan 2015 20:00:44 GMT"
,<http://web.archive.org/web/20150116202615/http://line.me/en>;rel="memento"; datetime="Fri, 16 Jan 2015 20:26:15 GMT"
,<http://web.archive.org/web/20150116202618/http://line.me/en/>;rel="memento"; datetime="Fri, 16 Jan 2015 20:26:18 GMT"
,<http://web.archive.org/web/20150116220106/http://line.me/en>;rel="memento"; datetime="Fri, 16 Jan 2015 22:01:06 GMT"
,<http://web.archive.org/web/20150116220108/http://line.me/en/>;rel="memento"; datetime="Fri, 16 Jan 2015 22:01:08 GMT"
,<http://web.archive.org/web/20150116235551/http://line.me/en>;rel="memento"; datetime="Fri, 16 Jan 2015 23:55:51 GMT"
,<http://web.archive.org/web/20150116235553/http://line.me/en/>;rel="memento"; datetime="Fri, 16 Jan 2015 23:55:53 GMT"
,<http://web.archive.org/web/20150117022903/http://line.me/en>;rel="memento"; datetime="Sat, 17 Jan 2015 02:29:03 GMT"
,<http://web.archive.org/web/20150117022904/http://line.me/en/>;rel="memento"; datetime="Sat, 17 Jan 2015 02:29:04 GMT"
,<http://web.archive.org/web/20150117050319/http://line.me/en>;rel="memento"; datetime="Sat, 17 Jan 2015 05:03:19 GMT"
,<http://web.archive.org/web/20150117050320/http://line.me/en/>;rel="memento"; datetime="Sat, 17 Jan 2015 05:03:20 GMT"
,<http://web.archive.org/web/20150117082633/http://line.me/en>;rel="memento"; datetime="Sat, 17 Jan 2015 08:26:33 GMT"
,<http://web.archive.org/web/20150117082634/http://line.me/en/>;rel="memento"; datetime="Sat, 17 Jan 2015 08:26:34 GMT"
,<http://web.archive.org/web/20150117093421/http://line.me/en>;rel="memento"; datetime="Sat, 17 Jan 2015 09:34:21 GMT"
,<http://web.archive.org/web/20150117093422/http://line.me/en/>;rel="memento"; datetime="Sat, 17 Jan 2015 09:34:22 GMT"
,<http://web.archive.org/web/20150117132411/http://line.me/en>;rel="memento"; datetime="Sat, 17 Jan 2015 13:24:11 GMT"
,<http://web.archive.org/web/20150117132413/http://line.me/en/>;rel="memento"; datetime="Sat, 17 Jan 2015 13:24:13 GMT"
,<http://web.archive.org/web/20150117153756/http://line.me/en/>;rel="memento"; datetime="Sat, 17 Jan 2015 15:37:56 GMT"
,<http://web.archive.org/web/20150117164856/http://line.me/en>;rel="memento"; datetime="Sat, 17 Jan 2015 16:48:56 GMT"
,<http://web.archive.org/web/20150117164859/http://line.me/en/>;rel="memento"; datetime="Sat, 17 Jan 2015 16:48:59 GMT"
,<http://web.archive.org/web/20150118111808/http://line.me/en>;rel="memento"; datetime="Sun, 18 Jan 2015 11:18:08 GMT"
,<http://web.archive.org/web/20150118112022/http://line.me/en/>;rel="memento"; datetime="Sun, 18 Jan 2015 11:20:22 GMT"
,<http://web.archive.org/web/20150118170120/http://line.me/en/>;rel="memento"; datetime="Sun, 18 Jan 2015 17:01:20 GMT"
,<http://web.archive.org/web/20150119035613/http://line.me/en/>;rel="memento"; datetime="Mon, 19 Jan 2015 03:56:13 GMT"
,<http://web.archive.org/web/20150120051401/http://line.me/en/>;rel="memento"; datetime="Tue, 20 Jan 2015 05:14:01 GMT"
,<http://web.archive.org/web/20150120065910/http://line.me/en>;rel="memento"; datetime="Tue, 20 Jan 2015 06:59:10 GMT"
,<http://web.archive.org/web/20150120065912/http://line.me/en/>;rel="memento"; datetime="Tue, 20 Jan 2015 06:59:12 GMT"
,<http://web.archive.org/web/20150120102118/http://line.me/en>;rel="memento"; datetime="Tue, 20 Jan 2015 10:21:18 GMT"
,<http://web.archive.org/web/20150120102120/http://line.me/en/>;rel="memento"; datetime="Tue, 20 Jan 2015 10:21:20 GMT"
,<http://web.archive.org/web/20150120133251/http://line.me/en>;rel="memento"; datetime="Tue, 20 Jan 2015 13:32:51 GMT"
,<http://web.archive.org/web/20150120133252/http://line.me/en/>;rel="memento"; datetime="Tue, 20 Jan 2015 13:32:52 GMT"
,<http://web.archive.org/web/20150120134140/http://line.me/en>;rel="memento"; datetime="Tue, 20 Jan 2015 13:41:40 GMT"
,<http://web.archive.org/web/20150120134141/http://line.me/en/>;rel="memento"; datetime="Tue, 20 Jan 2015 13:41:41 GMT"
,<http://web.archive.org/web/20150120135111/http://line.me/en>;rel="memento"; datetime="Tue, 20 Jan 2015 13:51:11 GMT"
,<http://web.archive.org/web/20150120135112/http://line.me/en/>;rel="memento"; datetime="Tue, 20 Jan 2015 13:51:12 GMT"
,<http://web.archive.org/web/20150120151239/http://line.me/en>;rel="memento"; datetime="Tue, 20 Jan 2015 15:12:39 GMT"
,<http://web.archive.org/web/20150120151244/http://line.me/en/>;rel="memento"; datetime="Tue, 20 Jan 2015 15:12:44 GMT"
,<http://web.archive.org/web/20150120190650/http://line.me/en>;rel="memento"; datetime="Tue, 20 Jan 2015 19:06:50 GMT"
,<http://web.archive.org/web/20150120190654/http://line.me/en/>;rel="memento"; datetime="Tue, 20 Jan 2015 19:06:54 GMT"
,<http://web.archive.org/web/20150121021407/http://line.me/en/>;rel="memento"; datetime="Wed, 21 Jan 2015 02:14:07 GMT"
,<http://web.archive.org/web/20150121052023/http://line.me/en>;rel="memento"; datetime="Wed, 21 Jan 2015 05:20:23 GMT"
,<http://web.archive.org/web/20150121052026/http://line.me/en/>;rel="memento"; datetime="Wed, 21 Jan 2015 05:20:26 GMT"
,<http://web.archive.org/web/20150121070602/http://line.me/en>;rel="memento"; datetime="Wed, 21 Jan 2015 07:06:02 GMT"
,<http://web.archive.org/web/20150121070609/http://line.me/en/>;rel="memento"; datetime="Wed, 21 Jan 2015 07:06:09 GMT"
,<http://web.archive.org/web/20150121071808/http://line.me/en/>;rel="memento"; datetime="Wed, 21 Jan 2015 07:18:08 GMT"
,<http://web.archive.org/web/20150121075800/http://line.me/en/>;rel="memento"; datetime="Wed, 21 Jan 2015 07:58:00 GMT"
,<http://web.archive.org/web/20150121161358/http://line.me/en>;rel="memento"; datetime="Wed, 21 Jan 2015 16:13:58 GMT"
,<http://web.archive.org/web/20150121161400/http://line.me/en/>;rel="memento"; datetime="Wed, 21 Jan 2015 16:14:00 GMT"
,<http://web.archive.org/web/20150121171447/http://line.me/en>;rel="memento"; datetime="Wed, 21 Jan 2015 17:14:47 GMT"
,<http://web.archive.org/web/20150121171448/http://line.me/en/>;rel="memento"; datetime="Wed, 21 Jan 2015 17:14:48 GMT"
,<http://web.archive.org/web/20150121174023/http://line.me/en>;rel="memento"; datetime="Wed, 21 Jan 2015 17:40:23 GMT"
,<http://web.archive.org/web/20150121174025/http://line.me/en/>;rel="memento"; datetime="Wed, 21 Jan 2015 17:40:25 GMT"
,<http://web.archive.org/web/20150122020510/http://line.me/en>;rel="memento"; datetime="Thu, 22 Jan 2015 02:05:10 GMT"
,<http://web.archive.org/web/20150122020511/http://line.me/en/>;rel="memento"; datetime="Thu, 22 Jan 2015 02:05:11 GMT"
,<http://web.archive.org/web/20150122041835/http://line.me/en>;rel="memento"; datetime="Thu, 22 Jan 2015 04:18:35 GMT"
,<http://web.archive.org/web/20150122041839/http://line.me/en/>;rel="memento"; datetime="Thu, 22 Jan 2015 04:18:39 GMT"
,<http://web.archive.org/web/20150122054041/http://line.me/en>;rel="memento"; datetime="Thu, 22 Jan 2015 05:40:41 GMT"
,<http://web.archive.org/web/20150122054043/http://line.me/en/>;rel="memento"; datetime="Thu, 22 Jan 2015 05:40:43 GMT"
,<http://web.archive.org/web/20150122055613/http://line.me/en>;rel="memento"; datetime="Thu, 22 Jan 2015 05:56:13 GMT"
,<http://web.archive.org/web/20150122055616/http://line.me/en/>;rel="memento"; datetime="Thu, 22 Jan 2015 05:56:16 GMT"
,<http://web.archive.org/web/20150122061738/http://line.me/en/>;rel="memento"; datetime="Thu, 22 Jan 2015 06:17:38 GMT"
,<http://web.archive.org/web/20150122062317/http://line.me/en/>;rel="memento"; datetime="Thu, 22 Jan 2015 06:23:17 GMT"
,<http://web.archive.org/web/20150122073945/http://line.me/en>;rel="memento"; datetime="Thu, 22 Jan 2015 07:39:45 GMT"
,<http://web.archive.org/web/20150122073948/http://line.me/en/>;rel="memento"; datetime="Thu, 22 Jan 2015 07:39:48 GMT"
,<http://web.archive.org/web/20150122083739/http://line.me/en>;rel="memento"; datetime="Thu, 22 Jan 2015 08:37:39 GMT"
,<http://web.archive.org/web/20150122083740/http://line.me/en/>;rel="memento"; datetime="Thu, 22 Jan 2015 08:37:40 GMT"
,<http://web.archive.org/web/20150122101512/http://line.me/en>;rel="memento"; datetime="Thu, 22 Jan 2015 10:15:12 GMT"
,<http://web.archive.org/web/20150122101513/http://line.me/en/>;rel="memento"; datetime="Thu, 22 Jan 2015 10:15:13 GMT"
,<http://web.archive.org/web/20150122110604/http://line.me/en/>;rel="memento"; datetime="Thu, 22 Jan 2015 11:06:04 GMT"
,<http://web.archive.org/web/20150122213909/http://line.me/en>;rel="memento"; datetime="Thu, 22 Jan 2015 21:39:09 GMT"
,<http://web.archive.org/web/20150122213910/http://line.me/en/>;rel="memento"; datetime="Thu, 22 Jan 2015 21:39:10 GMT"
,<http://web.archive.org/web/20150123010925/http://line.me/en>;rel="memento"; datetime="Fri, 23 Jan 2015 01:09:25 GMT"
,<http://web.archive.org/web/20150123010926/http://line.me/en/>;rel="memento"; datetime="Fri, 23 Jan 2015 01:09:26 GMT"
,<http://web.archive.org/web/20150123053620/http://line.me/en>;rel="memento"; datetime="Fri, 23 Jan 2015 05:36:20 GMT"
,<http://web.archive.org/web/20150123053629/http://line.me/en/>;rel="memento"; datetime="Fri, 23 Jan 2015 05:36:29 GMT"
,<http://web.archive.org/web/20150123111917/http://line.me/en>;rel="memento"; datetime="Fri, 23 Jan 2015 11:19:17 GMT"
,<http://web.archive.org/web/20150123111918/http://line.me/en/>;rel="memento"; datetime="Fri, 23 Jan 2015 11:19:18 GMT"
,<http://web.archive.org/web/20150123113043/http://line.me/en>;rel="memento"; datetime="Fri, 23 Jan 2015 11:30:43 GMT"
,<http://web.archive.org/web/20150123113045/http://line.me/en/>;rel="memento"; datetime="Fri, 23 Jan 2015 11:30:45 GMT"
,<http://web.archive.org/web/20150123115024/http://line.me/en/>;rel="memento"; datetime="Fri, 23 Jan 2015 11:50:24 GMT"
,<http://web.archive.org/web/20150123133558/http://line.me/en>;rel="memento"; datetime="Fri, 23 Jan 2015 13:35:58 GMT"
,<http://web.archive.org/web/20150123133601/http://line.me/en/>;rel="memento"; datetime="Fri, 23 Jan 2015 13:36:01 GMT"
,<http://web.archive.org/web/20150123134022/http://line.me/en>;rel="memento"; datetime="Fri, 23 Jan 2015 13:40:22 GMT"
,<http://web.archive.org/web/20150123134023/http://line.me/en/>;rel="memento"; datetime="Fri, 23 Jan 2015 13:40:23 GMT"
,<http://web.archive.org/web/20150124040932/http://line.me/en>;rel="memento"; datetime="Sat, 24 Jan 2015 04:09:32 GMT"
,<http://web.archive.org/web/20150124040933/http://line.me/en/>;rel="memento"; datetime="Sat, 24 Jan 2015 04:09:33 GMT"
,<http://web.archive.org/web/20150124061807/http://line.me/en>;rel="memento"; datetime="Sat, 24 Jan 2015 06:18:07 GMT"
,<http://web.archive.org/web/20150124061808/http://line.me/en/>;rel="memento"; datetime="Sat, 24 Jan 2015 06:18:08 GMT"
,<http://web.archive.org/web/20150124083222/http://line.me/en>;rel="memento"; datetime="Sat, 24 Jan 2015 08:32:22 GMT"
,<http://web.archive.org/web/20150124083224/http://line.me/en/>;rel="memento"; datetime="Sat, 24 Jan 2015 08:32:24 GMT"
,<http://web.archive.org/web/20150124112525/http://line.me/en>;rel="memento"; datetime="Sat, 24 Jan 2015 11:25:25 GMT"
,<http://web.archive.org/web/20150124112526/http://line.me/en/>;rel="memento"; datetime="Sat, 24 Jan 2015 11:25:26 GMT"
,<http://web.archive.org/web/20150124115917/http://line.me/en/>;rel="memento"; datetime="Sat, 24 Jan 2015 11:59:17 GMT"
,<http://web.archive.org/web/20150124150159/http://line.me/en>;rel="memento"; datetime="Sat, 24 Jan 2015 15:01:59 GMT"
,<http://web.archive.org/web/20150124150200/http://line.me/en/>;rel="memento"; datetime="Sat, 24 Jan 2015 15:02:00 GMT"
,<http://web.archive.org/web/20150124210518/http://line.me/en>;rel="memento"; datetime="Sat, 24 Jan 2015 21:05:18 GMT"
,<http://web.archive.org/web/20150124210520/http://line.me/en/>;rel="memento"; datetime="Sat, 24 Jan 2015 21:05:20 GMT"
,<http://web.archive.org/web/20150124230654/http://line.me/en>;rel="memento"; datetime="Sat, 24 Jan 2015 23:06:54 GMT"
,<http://web.archive.org/web/20150124230656/http://line.me/en/>;rel="memento"; datetime="Sat, 24 Jan 2015 23:06:56 GMT"
,<http://web.archive.org/web/20150125065840/http://line.me/en>;rel="memento"; datetime="Sun, 25 Jan 2015 06:58:40 GMT"
,<http://web.archive.org/web/20150125065841/http://line.me/en/>;rel="memento"; datetime="Sun, 25 Jan 2015 06:58:41 GMT"
,<http://web.archive.org/web/20150125120211/http://line.me/en>;rel="memento"; datetime="Sun, 25 Jan 2015 12:02:11 GMT"
,<http://web.archive.org/web/20150125120212/http://line.me/en/>;rel="memento"; datetime="Sun, 25 Jan 2015 12:02:12 GMT"
,<http://web.archive.org/web/20150125123840/http://line.me/en/>;rel="memento"; datetime="Sun, 25 Jan 2015 12:38:40 GMT"
